date,coop_share
2011-07-27,0.5714285714285714
2011-07-28,0.5466666666666666
2011-07-29,0.5949367088607594
2011-07-30,0.4
2011-07-31,1
2011-08-01,0.48
2011-08-02,0.5921052631578947
2011-08-03,0.5686274509803921
2011-08-04,0.4375
2011-08-05,0.5238095238095238
2011-08-06,0.4
2011-08-08,0.375
2011-08-09,0.2765957446808511
2011-08-10,0.20689655172413793
2011-08-11,0.3333333333333333
2011-08-12,0.3181818181818182
2011-08-13,0.6666666666666666
2011-08-14,0.75
2011-08-15,0.2962962962962963
2011-08-16,0.1875
2011-08-17,0.3333333333333333
2011-08-18,0.2222222222222222
2011-08-19,0.4482758620689655
2011-08-20,0.2
2011-08-22,0.38095238095238093
2011-08-23,0.5
2011-08-24,0.35714285714285715
2011-08-25,0.36619718309859156
2011-08-26,0.3137254901960784
2011-08-28,0.16666666666666666
2011-08-29,0.43137254901960786
2011-08-30,0.3870967741935484
2011-08-31,0.4375
2011-09-01,0.5333333333333333
2011-09-02,0.32558139534883723
2011-09-03,0.3333333333333333
2011-09-05,0.2804878048780488
2011-09-06,0.323943661971831
2011-09-07,0.35802469135802467
2011-09-08,0.4
2011-09-09,0.3333333333333333
2011-09-10,0.7142857142857143
2011-09-11,0.25
2011-09-12,0.4225352112676056
2011-09-13,0.47058823529411764
2011-09-14,0.2564102564102564
2011-09-15,0.32
2011-09-16,0.3333333333333333
2011-09-17,0.3333333333333333
2011-09-18,0.5
2011-09-19,0.4126984126984127
2011-09-20,0.43478260869565216
2011-09-21,0.3389830508474576
2011-09-22,0.4406779661016949
2011-09-23,0.4
2011-09-24,0.2777777777777778
2011-09-25,0.38461538461538464
2011-09-26,0.3157894736842105
2011-09-27,0.14893617021276595
2011-09-28,0.15384615384615385
2011-09-29,0.3389830508474576
2011-09-30,0.43333333333333335
2011-10-01,0.47619047619047616
2011-10-02,0.2222222222222222
2011-10-03,0.29310344827586204
2011-10-04,0.3103448275862069
2011-10-05,0.2894736842105263
2011-10-06,0.23529411764705882
2011-10-07,0.4146341463414634
2011-10-08,0.25
2011-10-10,0.3764705882352941
2011-10-11,0.45535714285714285
2011-10-12,0.4777777777777778
2011-10-13,0.504
2011-10-14,0.3880597014925373
2011-10-15,0.2857142857142857
2011-10-16,0.4
2011-10-17,0.375
2011-10-18,0.2765957446808511
2011-10-19,0.3181818181818182
2011-10-20,0.4144144144144144
2011-10-21,0.3939393939393939
2011-10-22,0.375
2011-10-23,0.3076923076923077
2011-10-24,0.4716981132075472
2011-10-25,0.3949579831932773
2011-10-26,0.45454545454545453
2011-10-27,0.44660194174757284
2011-10-28,0.5140845070422535
2011-10-29,0.5909090909090909
2011-10-30,0.6923076923076923
2011-10-31,0.5
2011-11-01,0.47619047619047616
2011-11-02,0.3300970873786408
2011-11-03,0.4222222222222222
2011-11-04,0.5245901639344263
2011-11-05,0.5
2011-11-06,0.5384615384615384
2011-11-07,0.4715447154471545
2011-11-08,0.35802469135802467
2011-11-09,0.5384615384615384
2011-11-10,0.4594594594594595
2011-11-11,0.4961832061068702
2011-11-12,0.2
2011-11-13,0.2727272727272727
2011-11-14,0.5
2011-11-15,0.48936170212765956
2011-11-16,0.46853146853146854
2011-11-17,0.5319148936170213
2011-11-18,0.5114503816793893
2011-11-19,0.5714285714285714
2011-11-20,0.3870967741935484
2011-11-21,0.3973509933774834
2011-11-22,0.4166666666666667
2011-11-23,0.49523809523809526
2011-11-24,0.453781512605042
2011-11-25,0.5169491525423728
2011-11-26,0.25
2011-11-27,0.4444444444444444
2011-11-28,0.4083333333333333
2011-11-29,0.35251798561151076
2011-11-30,0.1388888888888889
2011-12-01,0.18666666666666668
2011-12-02,0.2289156626506024
2011-12-03,0.5
2011-12-04,0.5714285714285714
2011-12-05,0.17333333333333334
2011-12-06,0.24242424242424243
2011-12-07,0.2833333333333333
2011-12-08,0.23170731707317074
2011-12-09,0.3411764705882353
2011-12-10,0.1111111111111111
2011-12-12,0.2553191489361702
2011-12-13,0.3160919540229885
2011-12-14,0.4230769230769231
2011-12-15,0.42780748663101603
2011-12-16,0.38650306748466257
2011-12-17,0.1111111111111111
2011-12-18,0.4
2011-12-19,0.38961038961038963
2011-12-20,0.3119266055045872
2011-12-21,0.16296296296296298
2011-12-22,0.2803738317757009
2011-12-23,0.3389830508474576
2011-12-24,0.2
2011-12-25,0.5
2011-12-26,1
2011-12-27,0.5769230769230769
2011-12-28,0.6464646464646465
2011-12-29,0.3392857142857143
2011-12-30,0.4077669902912621
2011-12-31,0.5294117647058824
2012-01-01,0.2727272727272727
2012-01-02,0.32160804020100503
2012-01-03,0.313953488372093
2012-01-04,0.28654970760233917
2012-01-05,0.37628865979381443
2012-01-06,0.2846153846153846
2012-01-07,0.125
2012-01-08,0.28125
2012-01-09,0.3621621621621622
2012-01-10,0.35365853658536583
2012-01-11,0.3382352941176471
2012-01-12,0.2727272727272727
2012-01-13,0.3680555555555556
2012-01-14,0.4583333333333333
2012-01-15,0.5135135135135135
2012-01-16,0.27071823204419887
2012-01-17,0.28823529411764703
2012-01-18,0.3393939393939394
2012-01-19,0.24867724867724866
2012-01-20,0.35294117647058826
2012-01-21,0.2857142857142857
2012-01-22,0.375
2012-01-23,0.3401360544217687
2012-01-24,0.27607361963190186
2012-01-25,0.25663716814159293
2012-01-26,0.23626373626373626
2012-01-27,0.3113207547169811
2012-01-28,0.16666666666666666
2012-01-29,0.42424242424242425
2012-01-30,0.36939313984168864
2012-01-31,0.3169642857142857
2012-02-01,0.2962962962962963
2012-02-02,0.3287671232876712
2012-02-03,0.5157894736842106
2012-02-04,0.1111111111111111
2012-02-05,0.42857142857142855
2012-02-06,0.375
2012-02-07,0.3333333333333333
2012-02-08,0.3333333333333333
2012-02-09,0.38028169014084506
2012-02-10,0.3047619047619048
2012-02-11,0.5714285714285714
2012-02-12,0.4375
2012-02-13,0.3691275167785235
2012-02-14,0.33043478260869563
2012-02-15,0.3217391304347826
2012-02-16,0.3150684931506849
2012-02-17,0.423728813559322
2012-02-18,0.6
2012-02-19,0.16666666666666666
2012-02-20,0.24615384615384617
2012-02-21,0.2537313432835821
2012-02-22,0.28169014084507044
2012-02-23,0.2894736842105263
2012-02-24,0.29473684210526313
2012-02-25,0.3333333333333333
2012-02-26,0.5
2012-02-27,0.3218390804597701
2012-02-28,0.3611111111111111
2012-02-29,0.28169014084507044
2012-03-01,0.3548387096774194
2012-03-02,0.5416666666666666
2012-03-05,0.2909090909090909
2012-03-06,0.3050847457627119
2012-03-07,0.32075471698113206
2012-03-08,0.38461538461538464
2012-03-09,0.17857142857142858
2012-03-12,0.30612244897959184
2012-03-13,0.37142857142857144
2012-03-14,0.375
2012-03-15,0.22641509433962265
2012-03-16,0.275
2012-03-17,0.5
2012-03-18,0.4
2012-03-19,0.43373493975903615
2012-03-20,0.5384615384615384
2012-03-21,0.5686274509803921
2012-03-22,0.5
2012-03-23,0.4875
2012-03-24,0.25
2012-03-26,0.3611111111111111
2012-03-27,0.29069767441860467
2012-03-28,0.345679012345679
2012-03-29,0.4594594594594595
2012-03-30,0.3333333333333333
2012-04-01,0.5
2012-04-02,0.3125
2012-04-03,0.4
2012-04-04,0.5625
2012-04-05,0.6923076923076923
2012-04-06,0.6111111111111112
2012-04-07,0.42857142857142855
2012-04-08,0.16666666666666666
2012-04-09,0.4166666666666667
2012-04-10,0.3333333333333333
2012-04-11,0.3870967741935484
2012-04-12,0.41818181818181815
2012-04-13,0.3
2012-04-14,0.3333333333333333
2012-04-15,0.25
2012-04-16,0.18181818181818182
2012-04-17,0.1724137931034483
2012-04-18,0.4782608695652174
2012-04-19,0.2631578947368421
2012-04-20,0.3333333333333333
2012-04-21,0.5
2012-04-23,0.33962264150943394
2012-04-24,0.4090909090909091
2012-04-25,0.3103448275862069
2012-04-26,0.27906976744186046
2012-04-27,0.25
2012-04-30,0.25
2012-05-01,0.2
2012-05-02,0.45
2012-05-03,0.4631578947368421
2012-05-04,0.6075949367088608
2012-05-05,0.5
2012-05-06,0.34782608695652173
2012-05-07,0.3898305084745763
2012-05-08,0.4166666666666667
2012-05-09,0.4647887323943662
2012-05-10,0.3269230769230769
2012-05-11,0.5476190476190477
2012-05-12,0.6428571428571429
2012-05-13,0.4
2012-05-14,0.3902439024390244
2012-05-15,0.35185185185185186
2012-05-16,0.34782608695652173
2012-05-17,0.2
2012-05-18,0.5
2012-05-19,1
2012-05-20,0.2
2012-05-21,0.42857142857142855
2012-05-22,0.3137254901960784
2012-05-23,0.3333333333333333
2012-05-24,0.43478260869565216
2012-05-25,0.425
2012-05-26,0.75
2012-05-27,0.5
2012-05-28,0.47058823529411764
2012-05-29,0.42105263157894735
2012-05-30,0.37735849056603776
2012-05-31,0.5283018867924528
2012-06-01,0.41935483870967744
2012-06-02,0.6
2012-06-03,0.42857142857142855
2012-06-04,0.5342465753424658
2012-06-05,0.5480769230769231
2012-06-06,0.6527777777777778
2012-06-07,0.40476190476190477
2012-06-08,0.48598130841121495
2012-06-09,0.14285714285714285
2012-06-10,0.14285714285714285
2012-06-11,0.5853658536585366
2012-06-12,0.4642857142857143
2012-06-13,0.2222222222222222
2012-06-14,0.47368421052631576
2012-06-15,0.5428571428571428
2012-06-17,0.75
2012-06-18,0.46153846153846156
2012-06-19,0.38666666666666666
2012-06-20,0.55
2012-06-21,0.3888888888888889
2012-06-22,0.5
2012-06-24,0.2222222222222222
2012-06-25,0.4067796610169492
2012-06-26,0.27631578947368424
2012-06-27,0.34545454545454546
2012-06-28,0.3188405797101449
2012-06-29,0.275
2012-07-02,0.3333333333333333
2012-07-03,0.3404255319148936
2012-07-04,0.36
2012-07-05,0.23333333333333334
2012-07-06,0.5185185185185185
2012-07-09,0.5238095238095238
2012-07-10,0.3870967741935484
2012-07-11,0.20833333333333334
2012-07-12,0.19047619047619047
2012-07-13,0.2826086956521739
2012-07-14,0.5
2012-07-15,0.1111111111111111
2012-07-16,0.3333333333333333
2012-07-17,0.3
2012-07-18,0.25
2012-07-19,0.47619047619047616
2012-07-20,0.5
2012-07-21,0.42857142857142855
2012-07-22,0.25
2012-07-23,0.2727272727272727
2012-07-24,0.5
2012-07-25,0.42857142857142855
2012-07-26,0.1111111111111111
2012-07-27,0.18181818181818182
2012-07-28,0.2
2012-07-29,0.3333333333333333
2012-07-30,0.35714285714285715
2012-07-31,0.25925925925925924
2012-08-01,0.41379310344827586
2012-08-02,0.36363636363636365
2012-08-03,0.5555555555555556
2012-08-04,0.375
2012-08-06,0.3783783783783784
2012-08-07,0.21875
2012-08-08,0.25806451612903225
2012-08-09,0.18032786885245902
2012-08-10,0.3125
2012-08-11,0.5
2012-08-12,0.6666666666666666
2012-08-13,0.3076923076923077
2012-08-14,0.352112676056338
2012-08-15,0.14102564102564102
2012-08-16,0.34
2012-08-17,0.2549019607843137
2012-08-18,0.5
2012-08-20,0.2571428571428571
2012-08-21,0.25
2012-08-22,0.16393442622950818
2012-08-23,0.3728813559322034
2012-08-24,0.25
2012-08-27,0.2127659574468085
2012-08-28,0.1951219512195122
2012-08-29,0.15151515151515152
2012-08-30,0.30303030303030304
2012-08-31,0.2777777777777778
2012-09-02,0.3333333333333333
2012-09-03,0.3170731707317073
2012-09-04,0.375
2012-09-05,0.4444444444444444
2012-09-06,0.3125
2012-09-07,0.22033898305084745
2012-09-08,0.75
2012-09-09,0.21428571428571427
2012-09-10,0.34375
2012-09-11,0.34146341463414637
2012-09-12,0.24242424242424243
2012-09-13,0.3333333333333333
2012-09-14,0.17073170731707318
2012-09-15,0.07692307692307693
2012-09-16,0.16666666666666666
2012-09-17,0.24
2012-09-18,0.3916083916083916
2012-09-19,0.3680555555555556
2012-09-20,0.43010752688172044
2012-09-21,0.5401459854014599
2012-09-22,0.6
2012-09-23,0.3333333333333333
2012-09-24,0.33587786259541985
2012-09-25,0.4304635761589404
2012-09-26,0.3625
2012-09-27,0.24
2012-09-28,0.2191780821917808
2012-09-29,0.2857142857142857
2012-09-30,0.5555555555555556
2012-10-01,0.4639175257731959
2012-10-02,0.5116279069767442
2012-10-03,0.5189873417721519
2012-10-04,0.4835164835164835
2012-10-05,0.6229508196721312
2012-10-06,0.48148148148148145
2012-10-07,0.4642857142857143
2012-10-08,0.5280898876404494
2012-10-09,0.4025974025974026
2012-10-10,0.34328358208955223
2012-10-11,0.3717948717948718
2012-10-12,0.4444444444444444
2012-10-13,0.42857142857142855
2012-10-14,0.36363636363636365
2012-10-15,0.41935483870967744
2012-10-16,0.39705882352941174
2012-10-17,0.4727272727272727
2012-10-18,0.5365853658536586
2012-10-19,0.20512820512820512
2012-10-20,0.68
2012-10-21,0.5
2012-10-22,0.36507936507936506
2012-10-23,0.33
2012-10-24,0.4793388429752066
2012-10-25,0.5
2012-10-26,0.5662650602409639
2012-10-27,0.7
2012-10-28,0.7
2012-10-29,0.4576271186440678
2012-10-30,0.35714285714285715
2012-10-31,0.4666666666666667
2012-11-01,0.3424657534246575
2012-11-02,0.5967741935483871
2012-11-03,0.5490196078431373
2012-11-04,0.6451612903225806
2012-11-05,0.30120481927710846
2012-11-06,0.36046511627906974
2012-11-07,0.4153846153846154
2012-11-08,0.4642857142857143
2012-11-09,0.4430379746835443
2012-11-10,0.5
2012-11-11,0.5384615384615384
2012-11-12,0.39655172413793105
2012-11-13,0.323943661971831
2012-11-14,0.3424657534246575
2012-11-15,0.36363636363636365
2012-11-16,0.42696629213483145
2012-11-17,0.3
2012-11-18,0.625
2012-11-19,0.38144329896907214
2012-11-20,0.4485294117647059
2012-11-21,0.45569620253164556
2012-11-22,0.4563106796116505
2012-11-23,0.25
2012-11-24,0.5806451612903226
2012-11-25,0.38095238095238093
2012-11-26,0.3643410852713178
2012-11-27,0.35714285714285715
2012-11-28,0.32727272727272727
2012-11-29,0.44036697247706424
2012-11-30,0.3780487804878049
2012-12-01,0.7857142857142857
2012-12-02,0.48
2012-12-03,0.34782608695652173
2012-12-04,0.5
2012-12-05,0.4406779661016949
2012-12-06,0.4888888888888889
2012-12-07,0.3821138211382114
2012-12-08,0.5
2012-12-09,0.5172413793103449
2012-12-10,0.3382352941176471
2012-12-11,0.39520958083832336
2012-12-12,0.4521276595744681
2012-12-13,0.47468354430379744
2012-12-14,0.44385026737967914
2012-12-15,0.45454545454545453
2012-12-16,0.3
2012-12-17,0.45255474452554745
2012-12-18,0.4717948717948718
2012-12-19,0.49206349206349204
2012-12-20,0.4708994708994709
2012-12-21,0.3627450980392157
2012-12-22,0.2692307692307692
2012-12-23,0.2727272727272727
2012-12-26,0.25
2012-12-27,0.5714285714285714
2012-12-28,0.6190476190476191
2012-12-29,0.13636363636363635
2012-12-30,0.6578947368421053
2012-12-31,0.3076923076923077
2013-01-01,0.24
2013-01-02,0.30177514792899407
2013-01-03,0.34234234234234234
2013-01-04,0.28368794326241137
2013-01-05,0.5666666666666667
2013-01-06,0.4117647058823529
2013-01-07,0.26
2013-01-08,0.26627218934911245
2013-01-09,0.2706766917293233
2013-01-10,0.26548672566371684
2013-01-11,0.3467741935483871
2013-01-12,0.4375
2013-01-13,0.43478260869565216
2013-01-14,0.3583815028901734
2013-01-15,0.20967741935483872
2013-01-16,0.43312101910828027
2013-01-17,0.42738589211618255
2013-01-18,0.39805825242718446
2013-01-19,0.47619047619047616
2013-01-20,0.24615384615384617
2013-01-21,0.3791208791208791
2013-01-22,0.48717948717948717
2013-01-23,0.35294117647058826
2013-01-24,0.42134831460674155
2013-01-25,0.527027027027027
2013-01-26,0.52
2013-01-27,0.6764705882352942
2013-01-28,0.4336734693877551
2013-01-29,0.36764705882352944
2013-01-30,0.30660377358490565
2013-01-31,0.27309236947791166
2013-02-01,0.23684210526315788
2013-02-02,0.42857142857142855
2013-02-03,0.16666666666666666
2013-02-04,0.19736842105263158
2013-02-05,0.2978723404255319
2013-02-06,0.25396825396825395
2013-02-07,0.42105263157894735
2013-02-08,0.373134328358209
2013-02-10,0.16666666666666666
2013-02-11,0.2
2013-02-12,0.4166666666666667
2013-02-13,0.31645569620253167
2013-02-14,0.3333333333333333
2013-02-15,0.325
2013-02-16,0.4444444444444444
2013-02-17,0.3333333333333333
2013-02-18,0.32098765432098764
2013-02-19,0.5826771653543307
2013-02-20,0.3394495412844037
2013-02-21,0.3894736842105263
2013-02-22,0.4342105263157895
2013-02-23,0.4444444444444444
2013-02-24,0.6428571428571429
2013-02-25,0.5196078431372549
2013-02-26,0.3950617283950617
2013-02-27,0.4857142857142857
2013-02-28,0.41509433962264153
2013-03-01,0.46511627906976744
2013-03-02,0.375
2013-03-03,0.6111111111111112
2013-03-04,0.4276729559748428
2013-03-05,0.5568181818181818
2013-03-06,0.3157894736842105
2013-03-07,0.1896551724137931
2013-03-08,0.2891566265060241
2013-03-09,0.375
2013-03-11,0.3090909090909091
2013-03-12,0.625
2013-03-13,0.5
2013-03-14,0.45569620253164556
2013-03-15,0.4426229508196721
2013-03-16,0.5714285714285714
2013-03-17,0.625
2013-03-18,0.6229508196721312
2013-03-19,0.4117647058823529
2013-03-20,0.17391304347826086
2013-03-21,0.3181818181818182
2013-03-22,0.3055555555555556
2013-03-25,0.5333333333333333
2013-03-26,0.5
2013-03-27,0.625
2013-03-28,0.5
2013-03-29,0.5
2013-03-30,0.75
2013-03-31,1
2013-04-01,0.47058823529411764
2013-04-02,0.4444444444444444
2013-04-03,0.28
2013-04-04,0.35714285714285715
2013-04-05,0.22857142857142856
2013-04-06,0.5
2013-04-07,0.4
2013-04-08,0.28888888888888886
2013-04-09,0.5
2013-04-10,0.26666666666666666
2013-04-11,0.2972972972972973
2013-04-12,0.275
2013-04-13,0.5
2013-04-14,0.5
2013-04-16,0.375
2013-04-17,0.24324324324324326
2013-04-18,0.23728813559322035
2013-04-19,0.43478260869565216
2013-04-20,0.1111111111111111
2013-04-22,0.375
2013-04-23,0.41379310344827586
2013-04-24,0.34615384615384615
2013-04-25,0.3220338983050847
2013-04-26,0.35555555555555557
2013-04-28,0.64
2013-04-29,0.4507042253521127
2013-04-30,0.4473684210526316
2013-05-01,0.25
2013-05-02,0.38961038961038963
2013-05-03,0.55
2013-05-04,0.25
2013-05-05,0.6666666666666666
2013-05-06,0.453125
2013-05-07,0.43373493975903615
2013-05-08,0.42424242424242425
2013-05-09,0.35294117647058826
2013-05-10,0.325
2013-05-11,0.5454545454545454
2013-05-12,0.3333333333333333
2013-05-13,0.44776119402985076
2013-05-14,0.3561643835616438
2013-05-15,0.5909090909090909
2013-05-16,0.21428571428571427
2013-05-17,0.875
2013-05-18,0.6666666666666666
2013-05-20,0.6153846153846154
2013-05-21,0.5178571428571429
2013-05-22,0.5507246376811594
2013-05-23,0.5569620253164557
2013-05-24,0.5353535353535354
2013-05-25,0.4166666666666667
2013-05-26,0.6666666666666666
2013-05-27,0.5416666666666666
2013-05-28,0.4583333333333333
2013-05-29,0.16279069767441862
2013-05-30,0.391304347826087
2013-05-31,0.5571428571428572
2013-06-01,0.2916666666666667
2013-06-02,0.6923076923076923
2013-06-03,0.4492753623188406
2013-06-04,0.5970149253731343
2013-06-05,0.5111111111111111
2013-06-06,0.5319148936170213
2013-06-07,0.1875
2013-06-08,0.3888888888888889
2013-06-09,0.5
2013-06-10,0.4235294117647059
2013-06-11,0.5370370370370371
2013-06-12,0.4594594594594595
2013-06-13,0.4774774774774775
2013-06-14,0.6153846153846154
2013-06-15,0.6666666666666666
2013-06-16,0.5
2013-06-17,0.43010752688172044
2013-06-18,0.44761904761904764
2013-06-19,0.44
2013-06-20,0.5084745762711864
2013-06-21,0.40425531914893614
2013-06-22,0.42857142857142855
2013-06-23,0.6666666666666666
2013-06-24,0.35
2013-06-25,0.2909090909090909
2013-06-26,0.3626373626373626
2013-06-27,0.4157303370786517
2013-06-28,0.4266666666666667
2013-06-29,0.75
2013-06-30,0.25
2013-07-01,0.5662650602409639
2013-07-02,0.5806451612903226
2013-07-03,0.5507246376811594
2013-07-04,0.6666666666666666
2013-07-05,0.7073170731707317
2013-07-06,0.25
2013-07-08,0.41379310344827586
2013-07-09,0.5161290322580645
2013-07-10,0.3673469387755102
2013-07-11,0.28
2013-07-12,0.5
2013-07-13,0.6666666666666666
2013-07-15,0.38095238095238093
2013-07-16,0.375
2013-07-17,0.5
2013-07-18,0.6333333333333333
2013-07-19,0.6595744680851063
2013-07-20,0.7142857142857143
2013-07-21,0.5
2013-07-22,0.6458333333333334
2013-07-23,0.4631578947368421
2013-07-24,0.5789473684210527
2013-07-25,0.6153846153846154
2013-07-26,0.3333333333333333
2013-07-28,0.3333333333333333
2013-07-29,0.38461538461538464
2013-07-30,0.14285714285714285
2013-07-31,0.15
2013-08-01,0.42105263157894735
2013-08-02,0.25
2013-08-03,0.375
2013-08-05,0.30612244897959184
2013-08-06,0.35555555555555557
2013-08-07,0.16666666666666666
2013-08-08,0.3793103448275862
2013-08-09,0.2857142857142857
2013-08-10,0.2
2013-08-11,0.6666666666666666
2013-08-12,0.3888888888888889
2013-08-13,0.22950819672131148
2013-08-14,0.20967741935483872
2013-08-15,0.2571428571428571
2013-08-16,0.19047619047619047
2013-08-17,0.2857142857142857
2013-08-18,1
2013-08-19,0.3958333333333333
2013-08-20,0.45121951219512196
2013-08-21,0.4642857142857143
2013-08-22,0.3875
2013-08-23,0.47674418604651164
2013-08-24,0.25
2013-08-25,0.5263157894736842
2013-08-26,0.3409090909090909
2013-08-27,0.35384615384615387
2013-08-28,0.4393939393939394
2013-08-29,0.4098360655737705
2013-08-30,0.4375
2013-08-31,0.4166666666666667
2013-09-01,0.4864864864864865
2013-09-02,0.3655913978494624
2013-09-03,0.35384615384615387
2013-09-04,0.36792452830188677
2013-09-05,0.417910447761194
2013-09-06,0.49
2013-09-07,0.5
2013-09-08,0.2857142857142857
2013-09-09,0.4166666666666667
2013-09-10,0.47126436781609193
2013-09-11,0.4852941176470588
2013-09-12,0.44086021505376344
2013-09-13,0.5277777777777778
2013-09-14,0.4375
2013-09-15,0.38461538461538464
2013-09-16,0.2605042016806723
2013-09-17,0.3835616438356164
2013-09-18,0.3387096774193548
2013-09-19,0.5285714285714286
2013-09-20,0.4307692307692308
2013-09-21,0.3157894736842105
2013-09-22,0.6666666666666666
2013-09-23,0.4090909090909091
2013-09-24,0.5252525252525253
2013-09-25,0.4077669902912621
2013-09-26,0.48598130841121495
2013-09-27,0.34444444444444444
2013-09-28,0.64
2013-09-29,0.41935483870967744
2013-09-30,0.44642857142857145
2013-10-01,0.5081967213114754
2013-10-02,0.5263157894736842
2013-10-03,0.5423728813559322
2013-10-04,0.38333333333333336
